rating,helpful_feedback,is_seller_reply
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,1,True
3,1,False
5,0,True
5,1,False
5,0,True
5,0,True
5,0,True
1,0,False
2,1,False
1,0,False
2,2,False
1,1,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
4,0,True
5,0,True
5,0,True
1,3,False
1,4,False
4,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
4,0,True
1,3,False
5,0,True
5,0,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
2,0,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,False
5,0,True
5,0,True
1,1,False
2,1,False
1,4,False
5,0,False
5,0,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,2,False
1,3,False
1,0,False
5,0,True
4,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,3,False
1,1,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,False
5,0,True
5,0,True
1,4,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,False
5,0,True
1,1,False
5,1,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
2,0,True
1,0,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
4,0,True
5,0,True
5,0,True
5,0,True
1,1,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,1,False
1,1,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
2,0,True
5,0,True
5,0,True
5,1,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,1,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,1,True
1,1,True
1,1,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,3,True
1,1,True
1,1,True
1,1,False
5,0,True
5,0,True
4,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
1,4,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
3,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,False
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
5,0,True
